program,Age,Gender,Civil State,District,Work Experience,OL-A,OL-B,OL-C,OL-S,AL stream,AL-A,AL-B,AL-C,AL-S
Bachelor of Technology - Electrical Engineering,22,Female,Married,Kandy,No experience,4,5,0,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,24,Male,Married,Kurunegala,1-2 years,8,0,1,0,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Female,Single,Colombo,0-1 years,1,3,0,5,Mathematics,2,0,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,22,Male,Single,Colombo,No experience,5,4,0,0,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,20,Male,Single,Kurunegala,No experience,2,1,5,1,CommerceArts,0,0,3,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,22,Male,Single,Polonnaruwa,No experience,6,2,0,1,Mathematics,1,2,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,21,Female,Married,Kurunegala,More than 3 years,0,7,0,2,Mathematics,0,0,1,2
Bachelor of Technology - Electronic and Communication Engineering,23,Male,Single,Kurunegala,No experience,1,3,1,4,CommerceArts,2,0,0,1
Bachelor of Technology - Electrical Engineering,23,Female,Married,Matale,2-3 years,4,2,1,2,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,21,Male,Single,Kandy,2-3 years,5,0,4,0,CommerceArts,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Female,Married,Kurunegala,More than 3 years,1,4,2,2,Mathematics,2,1,0,0
Bachelor of Technology - Computer Engineering,23,Female,Married,Kandy,0-1 years,3,4,0,2,Mathematics,2,1,0,0
Bachelor of Technology - Computer Engineering,24,Female,Married,Colombo,2-3 years,7,0,0,2,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,24,Female,Single,Ampara,1-2 years,0,6,1,2,Mathematics,1,0,0,2
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,25,Female,Single,Kegalle,1-2 years,3,0,3,3,Biology,1,1,1,0
Bachelor of Technology - Electronic and Communication Engineering,22,Female,Married,Badulla,2-3 years,2,7,0,0,Mathematics,0,0,2,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,26,Female,Single,Nuwara Eliya,More than 3 years,7,0,1,1,Mathematics,0,2,0,1
Bachelor of Technology - Mechatronics Engineering,23,Female,Single,Colombo,0-1 years,8,1,0,0,CommerceMathematics,2,0,1,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,26,Male,Single,Kandy,1-2 years,6,1,0,2,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,26,Female,Married,Kandy,1-2 years,3,1,2,3,Mathematics,1,2,0,0
Bachelor of Technology - Electronic and Communication Engineering,26,Female,Single,Kandy,More than 3 years,1,6,0,2,Mathematics,2,0,1,0
Bachelor of Technology - Computer Engineering,23,Male,Married,Kandy,0-1 years,4,5,0,0,Mathematics,0,3,0,0
Bachelor of Technology - Electronic and Communication Engineering,19,Female,Married,Gampaha,More than 3 years,7,2,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Mechatronics Engineering,22,Male,Single,Gampaha,No experience,3,4,2,0,Mathematics,1,1,1,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,19,Female,Married,Matale,0-1 years,4,0,0,5,Mathematics,3,0,0,0
Bachelor of Technology - Computer Engineering,21,Female,Married,Galle,0-1 years,9,0,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Electronic and Communication Engineering,26,Female,Single,Kurunegala,0-1 years,5,0,0,4,Mathematics,2,1,0,0
Bachelor of Software Engineering Honours,24,Female,Single,Puttalam,2-3 years,5,3,0,1,Mathematics,0,2,1,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,19,Male,Single,Colombo,No experience,1,2,1,5,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours - Agriculture,24,Female,Married,Kandy,2-3 years,5,0,3,1,Mathematics,0,3,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,21,Male,Single,Kandy,0-1 years,1,4,1,3,Arts,0,0,0,3
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,22,Female,Single,Colombo,0-1 years,3,1,1,4,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,25,Male,Married,Colombo,No experience,6,0,0,3,Arts,0,1,0,2
Bachelor of Technology Honours in Engineering – Textile & Clothing,26,Male,Married,Kurunegala,No experience,9,0,0,0,Biology,1,0,2,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,23,Female,Married,Matara,2-3 years,2,3,4,0,Biology,2,0,1,0
Bachelor of Technology - Mechanical Engineering,25,Male,Married,Kandy,No experience,7,2,0,0,Mathematics,1,0,0,2
Bachelor of Technology - Electrical Engineering,20,Male,Single,Gampaha,More than 3 years,4,5,0,0,Arts,2,1,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,22,Female,Single,Matara,No experience,4,0,1,4,Mathematics,1,1,0,1
Bachelor of Technology - Computer Engineering,25,Female,Married,Ampara,More than 3 years,2,7,0,0,Mathematics,2,0,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,20,Male,Single,Kurunegala,No experience,0,4,0,5,Arts,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,19,Female,Single,Gampaha,0-1 years,6,2,0,1,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,19,Male,Married,Gampaha,1-2 years,7,0,0,2,Mathematics,0,3,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Male,Single,Monaragala,More than 3 years,8,1,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,20,Female,Married,Colombo,No experience,7,1,1,0,Mathematics,1,0,2,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Female,Married,Kurunegala,2-3 years,3,6,0,0,Mathematics,2,0,0,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,26,Male,Single,Colombo,More than 3 years,6,3,0,0,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours - Agriculture,24,Female,Married,Kandy,0-1 years,5,2,2,0,Biology,1,1,1,0
Bachelor of Technology - Electrical Engineering,21,Female,Married,Monaragala,1-2 years,4,1,3,1,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Male,Married,Batticaloa,2-3 years,7,2,0,0,Arts,0,2,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,24,Male,Single,Gampaha,0-1 years,6,0,3,0,Mathematics,0,0,0,3
Bachelor of Technology Honours in Engineering – Textile & Clothing,19,Female,Single,Mannar,0-1 years,5,3,0,1,Mathematics,2,1,0,0
Bachelor of Technology - Electronic and Communication Engineering,24,Female,Single,Kandy,2-3 years,2,3,0,4,Mathematics,0,3,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Male,Married,Ratnapura,0-1 years,8,0,0,1,Mathematics,0,0,2,1
Bachelor of Industrial Studies Honours - Agriculture,22,Male,Single,Kandy,1-2 years,7,0,1,1,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,23,Female,Married,Colombo,0-1 years,4,3,2,0,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,26,Female,Married,Colombo,1-2 years,7,1,0,1,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,19,Female,Single,Hambantota,1-2 years,8,0,0,1,Mathematics,0,3,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,24,Male,Married,Colombo,1-2 years,4,4,1,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,21,Male,Married,Kandy,More than 3 years,2,7,0,0,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,20,Female,Single,Kurunegala,2-3 years,4,1,0,4,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,21,Male,Single,Hambantota,2-3 years,3,0,3,3,Mathematics,1,1,0,1
Bachelor of Technology - Mechanical Engineering,21,Male,Married,Colombo,More than 3 years,7,0,2,0,Mathematics,0,0,1,2
Bachelor of Software Engineering Honours,21,Male,Married,Colombo,1-2 years,6,0,2,1,CommerceMathematics,0,3,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,23,Female,Married,Kandy,No experience,1,4,2,2,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,19,Male,Single,Kandy,0-1 years,3,3,2,1,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,21,Female,Single,Galle,No experience,3,1,1,4,Arts,1,2,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,24,Male,Single,Gampaha,More than 3 years,4,4,0,1,Arts,1,1,0,1
Bachelor of Technology - Computer Engineering,22,Male,Married,Hambantota,2-3 years,3,0,1,5,Biology,0,1,2,0
Bachelor of Software Engineering Honours,21,Male,Married,Matara,No experience,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Mechanical Engineering,25,Male,Married,Colombo,1-2 years,6,0,1,2,Mathematics,2,1,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,22,Male,Married,Kurunegala,More than 3 years,6,1,0,2,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,19,Female,Single,Galle,No experience,2,0,5,2,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,24,Female,Married,MullaitivuColombo,1-2 years,7,2,0,0,Biology,1,1,1,0
Bachelor of Industrial Studies Honours - Agriculture,26,Female,Single,Colombo,1-2 years,4,2,1,2,Mathematics,2,0,0,1
Bachelor of Technology - Mechatronics Engineering,23,Male,Married,Gampaha,2-3 years,4,2,3,0,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,23,Male,Married,Polonnaruwa,More than 3 years,8,1,0,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,23,Male,Single,Colombo,1-2 years,2,7,0,0,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,26,Female,Single,Colombo,More than 3 years,1,4,0,4,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,22,Female,Married,Monaragala,More than 3 years,9,0,0,0,Arts,2,0,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,26,Male,Married,Badulla,2-3 years,5,0,1,3,Mathematics,0,2,0,1
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Female,Single,Galle,More than 3 years,4,1,0,4,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Male,Single,Trincomalee,More than 3 years,4,2,3,0,Arts,1,0,2,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,23,Female,Single,Gampaha,No experience,8,1,0,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,20,Female,Married,Gampaha,No experience,3,6,0,0,Mathematics,1,1,0,1
Bachelor of Software Engineering Honours,22,Female,Single,Colombo,0-1 years,4,3,2,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Married,Polonnaruwa,2-3 years,7,0,2,0,Arts,3,0,0,0
Bachelor of Technology - Civil Engineering,23,Male,Married,Badulla,More than 3 years,5,2,0,2,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,21,Male,Married,Kalutara,2-3 years,3,1,2,3,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,23,Male,Married,Colombo,2-3 years,0,9,0,0,Mathematics,0,3,0,0
Bachelor of Technology - Electrical Engineering,24,Female,Married,Colombo,2-3 years,6,3,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,23,Female,Married,Hambantota,0-1 years,2,3,4,0,Mathematics,1,0,1,1
Bachelor of Technology - Mechatronics Engineering,19,Male,Single,Polonnaruwa,0-1 years,1,8,0,0,Biology,0,2,1,0
Bachelor of Software Engineering Honours,23,Male,Married,Kegalle,0-1 years,3,3,2,1,Mathematics,0,1,0,2
Bachelor of Technology Honours in Engineering – Textile & Clothing,19,Male,Married,Galle,2-3 years,6,1,0,2,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours - Agriculture,20,Female,Single,Kandy,No experience,7,2,0,0,CommerceMathematics,1,0,2,0
Bachelor of Software Engineering Honours,22,Male,Married,Kilinochchi,0-1 years,4,4,0,1,Mathematics,0,3,0,0
Bachelor of Software Engineering Honours,19,Female,Single,Kilinochchi,0-1 years,3,6,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Computer Engineering,21,Male,Single,Kalutara,More than 3 years,0,1,6,2,Mathematics,0,2,1,0
Bachelor of Technology - Civil Engineering,26,Female,Married,Jaffna,More than 3 years,7,2,0,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,26,Male,Single,Matale,No experience,9,0,0,0,Biology,3,0,0,0
Bachelor of Technology - Mechanical Engineering,24,Male,Married,Colombo,0-1 years,0,3,3,3,Mathematics,1,1,0,1
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,23,Female,Single,Gampaha,No experience,3,3,2,1,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,22,Female,Single,Gampaha,No experience,3,1,5,0,Mathematics,0,2,1,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,24,Female,Married,Jaffna,2-3 years,1,4,2,2,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,24,Female,Single,Ratnapura,More than 3 years,2,0,1,6,Mathematics,2,0,0,1
Bachelor of Technology - Civil Engineering,22,Female,Single,Kandy,2-3 years,5,4,0,0,Mathematics,2,1,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Female,Married,Badulla,More than 3 years,0,8,0,1,Mathematics,1,1,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,26,Female,Single,Gampaha,0-1 years,1,6,1,1,Biology,1,0,0,2
Bachelor of Technology - Mechanical Engineering,19,Male,Single,Gampaha,More than 3 years,3,3,1,2,Mathematics,2,0,0,1
Bachelor of Industrial Studies Honours - Agriculture,21,Male,Married,Kurunegala,2-3 years,1,3,3,2,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours - Agriculture,20,Female,Married,Kurunegala,1-2 years,7,1,1,0,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,22,Male,Single,Badulla,2-3 years,4,2,2,1,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,23,Male,Single,Galle,0-1 years,3,1,3,2,Mathematics,1,0,2,0
Bachelor of Technology - Civil Engineering,24,Female,Married,Gampaha,More than 3 years,5,2,0,2,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Female,Single,Badulla,2-3 years,6,1,1,1,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours - Agriculture,23,Male,Married,Jaffna,2-3 years,6,1,1,1,Mathematics,1,1,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,21,Female,Single,Colombo,1-2 years,9,0,0,0,Arts,0,0,0,3
Bachelor of Software Engineering Honours,25,Female,Single,Colombo,0-1 years,0,0,7,2,Mathematics,0,1,1,1
Bachelor of Technology - Mechatronics Engineering,24,Male,Single,Kalutara,1-2 years,5,0,0,4,Mathematics,0,0,0,3
Bachelor of Technology - Electronic and Communication Engineering,21,Female,Married,Kurunegala,1-2 years,9,0,0,0,Mathematics,2,0,0,1
Bachelor of Technology - Computer Engineering,23,Male,Single,Colombo,More than 3 years,3,5,1,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,26,Female,Married,Matara,1-2 years,4,5,0,0,Mathematics,1,1,1,0
Bachelor of Technology - Electronic and Communication Engineering,22,Female,Single,Polonnaruwa,0-1 years,0,1,0,8,Mathematics,0,1,0,2
Bachelor of Technology - Computer Engineering,21,Male,Single,Gampaha,1-2 years,5,4,0,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Male,Married,Gampaha,No experience,5,1,3,0,Mathematics,2,0,0,1
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,23,Female,Single,Gampaha,2-3 years,7,2,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Mechatronics Engineering,25,Female,Single,Colombo,0-1 years,4,3,0,2,Mathematics,2,0,0,1
Bachelor of Software Engineering Honours,22,Female,Married,MullaitivuColombo,0-1 years,2,6,0,1,Biology,0,2,1,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,24,Female,Single,Kurunegala,2-3 years,8,0,0,1,Mathematics,2,1,0,0
Bachelor of Technology - Civil Engineering,22,Female,Single,Monaragala,More than 3 years,8,1,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,20,Female,Married,Monaragala,More than 3 years,9,0,0,0,Mathematics,1,1,1,0
Bachelor of Technology - Mechanical Engineering,19,Male,Married,Ampara,1-2 years,0,8,0,1,Mathematics,1,1,0,1
Bachelor of Technology - Electrical Engineering,19,Female,Single,Kandy,1-2 years,8,1,0,0,Mathematics,2,0,1,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,22,Female,Single,Kilinochchi,0-1 years,6,2,0,1,Mathematics,1,0,2,0
Bachelor of Technology - Electrical Engineering,20,Female,Single,Hambantota,No experience,1,2,5,1,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,23,Female,Single,Kurunegala,2-3 years,3,5,0,1,Mathematics,0,2,1,0
Bachelor of Technology - Civil Engineering,20,Male,Single,Colombo,No experience,0,3,0,6,Mathematics,2,0,0,1
Bachelor of Industrial Studies Honours – Apparel Production and Management,26,Female,Single,Matara,More than 3 years,7,2,0,0,Biology,2,0,1,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,20,Female,Single,Kandy,0-1 years,8,1,0,0,Mathematics,0,0,1,2
Bachelor of Software Engineering Honours,24,Male,Single,Hambantota,1-2 years,0,5,3,1,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,21,Male,Married,Vavuniya,More than 3 years,1,3,5,0,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,24,Male,Single,Colombo,2-3 years,3,0,4,2,Mathematics,0,2,1,0
Bachelor of Technology - Electrical Engineering,19,Female,Married,Kandy,0-1 years,1,8,0,0,Mathematics,1,1,1,0
Bachelor of Technology - Civil Engineering,24,Male,Single,Colombo,1-2 years,3,2,4,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,19,Female,Single,Kurunegala,1-2 years,6,1,1,1,Arts,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,26,Female,Married,Gampaha,No experience,0,4,2,3,Mathematics,0,1,2,0
